"","GO.ID","Ancestor","Description"
"1022","GO:2000179","all","all"
"1023","GO:0070936","GO:0000209","protein polyubiquitination"
"1024","GO:0070936","GO:0006807","nitrogen compound metabolic process"
"1025","GO:0070936","GO:0008150","biological_process"
"1026","GO:0070936","GO:0008152","metabolic process"
"1027","GO:0070936","GO:0016567","protein ubiquitination"
"1028","GO:0070936","GO:0019538","protein metabolic process"
"1029","GO:0070936","GO:0032446","protein modification by small protein conjugation"
"1030","GO:0070936","GO:0036211","protein modification process"
"1031","GO:0070936","GO:0043170","macromolecule metabolic process"
"1032","GO:0070936","GO:0043412","macromolecule modification"
"1033","GO:0070936","GO:0043687","post-translational protein modification"
"1034","GO:0070936","GO:0044238","primary metabolic process"
"1035","GO:0070936","GO:0070647","protein modification by small protein conjugation or removal"
"1036","GO:0070936","GO:0071704","organic substance metabolic process"
"1037","GO:0070936","GO:1901564","organonitrogen compound metabolic process"
"1038","GO:0070936","all","all"
"1039","GO:1903078","GO:0008104","protein localization"
"1040","GO:1903078","GO:0008150","biological_process"
"1041","GO:1903078","GO:0009987","cellular process"
"1042","GO:1903078","GO:0032879","regulation of localization"
"1043","GO:1903078","GO:0032880","regulation of protein localization"
"1044","GO:1903078","GO:0033036","macromolecule localization"
"1045","GO:1903078","GO:0048518","positive regulation of biological process"
"1046","GO:1903078","GO:0048522","positive regulation of cellular process"
"1047","GO:1903078","GO:0050789","regulation of biological process"
"1048","GO:1903078","GO:0050794","regulation of cellular process"
"1049","GO:1903078","GO:0051179","localization"
"1050","GO:1903078","GO:0051641","cellular localization"
"1051","GO:1903078","GO:0051668","localization within membrane"
"1052","GO:1903078","GO:0060341","regulation of cellular localization"
"1053","GO:1903078","GO:0065007","biological regulation"
"1054","GO:1903078","GO:0070727","cellular macromolecule localization"
"1055","GO:1903078","GO:0072657","protein localization to membrane"
"1056","GO:1903078","GO:0072659","protein localization to plasma membrane"
"1057","GO:1903078","GO:1903076","regulation of protein localization to plasma membrane"
"1058","GO:1903078","GO:1903829","positive regulation of protein localization"
"1059","GO:1903078","GO:1904375","regulation of protein localization to cell periphery"
"1060","GO:1903078","GO:1904377","positive regulation of protein localization to cell periphery"
"1061","GO:1903078","GO:1905475","regulation of protein localization to membrane"
"1062","GO:1903078","GO:1905477","positive regulation of protein localization to membrane"
"1063","GO:1903078","GO:1990778","protein localization to cell periphery"
"1064","GO:1903078","all","all"
"1065","GO:0060078","GO:0008150","biological_process"
"1066","GO:0060078","GO:0042391","regulation of membrane potential"
"1067","GO:0060078","GO:0065007","biological regulation"
"1068","GO:0060078","GO:0065008","regulation of biological quality"
"1069","GO:0060078","all","all"
"1070","GO:0019933","GO:0007154","cell communication"
"1071","GO:0019933","GO:0007165","signal transduction"
"1072","GO:0019933","GO:0008150","biological_process"
"1073","GO:0019933","GO:0009987","cellular process"
"1074","GO:0019933","GO:0019932","second-messenger-mediated signaling"
"1075","GO:0019933","GO:0019935","cyclic-nucleotide-mediated signaling"
"1076","GO:0019933","GO:0023052","signaling"
"1077","GO:0019933","GO:0035556","intracellular signal transduction"
"1078","GO:0019933","GO:0050789","regulation of biological process"
"1079","GO:0019933","GO:0050794","regulation of cellular process"
"1080","GO:0019933","GO:0050896","response to stimulus"
"1081","GO:0019933","GO:0051716","cellular response to stimulus"
"1082","GO:0019933","GO:0065007","biological regulation"
"1083","GO:0019933","all","all"
"1084","GO:0007005","GO:0006996","organelle organization"
"1085","GO:0007005","GO:0008150","biological_process"
"1086","GO:0007005","GO:0009987","cellular process"
"1087","GO:0007005","GO:0016043","cellular component organization"
"1088","GO:0007005","GO:0071840","cellular component organization or biogenesis"
"1089","GO:0007005","all","all"
"1090","GO:0007431","GO:0007275","multicellular organism development"
"1091","GO:0007431","GO:0008150","biological_process"
"1092","GO:0007431","GO:0032501","multicellular organismal process"
"1093","GO:0007431","GO:0032502","developmental process"
"1094","GO:0007431","GO:0035272","exocrine system development"
"1095","GO:0007431","GO:0048513","animal organ development"
"1096","GO:0007431","GO:0048731","system development"
"1097","GO:0007431","GO:0048732","gland development"
"1098","GO:0007431","GO:0048856","anatomical structure development"
"1099","GO:0007431","all","all"
"1100","GO:0007091","GO:0000278","mitotic cell cycle"
"1101","GO:0007091","GO:0000819","sister chromatid segregation"
"1102","GO:0007091","GO:0006996","organelle organization"
"1103","GO:0007091","GO:0007049","cell cycle"
"1104","GO:0007091","GO:0007059","chromosome segregation"
"1105","GO:0007091","GO:0008150","biological_process"
"1106","GO:0007091","GO:0009987","cellular process"
"1107","GO:0007091","GO:0010564","regulation of cell cycle process"
"1108","GO:0007091","GO:0016043","cellular component organization"
"1109","GO:0007091","GO:0022402","cell cycle process"
"1110","GO:0007091","GO:0033043","regulation of organelle organization"
"1111","GO:0007091","GO:0033044","regulation of chromosome organization"
"1112","GO:0007091","GO:0033045","regulation of sister chromatid segregation"
"1113","GO:0007091","GO:0044770","cell cycle phase transition"
"1114","GO:0007091","GO:0044772","mitotic cell cycle phase transition"
"1115","GO:0007091","GO:0044784","metaphase/anaphase transition of cell cycle"
"1116","GO:0007091","GO:0050789","regulation of biological process"
"1117","GO:0007091","GO:0050794","regulation of cellular process"
"1118","GO:0007091","GO:0051128","regulation of cellular component organization"
"1119","GO:0007091","GO:0051276","chromosome organization"
"1120","GO:0007091","GO:0051726","regulation of cell cycle"
"1121","GO:0007091","GO:0051983","regulation of chromosome segregation"
"1122","GO:0007091","GO:0065007","biological regulation"
"1123","GO:0007091","GO:0071840","cellular component organization or biogenesis"
"1124","GO:0007091","GO:0098813","nuclear chromosome segregation"
"1125","GO:0007091","GO:1903047","mitotic cell cycle process"
"1126","GO:0007091","all","all"
"1127","GO:0035710","GO:0001775","cell activation"
"1128","GO:0035710","GO:0002376","immune system process"
"1129","GO:0035710","GO:0008150","biological_process"
"1130","GO:0035710","GO:0009987","cellular process"
"1131","GO:0035710","GO:0032501","multicellular organismal process"
"1132","GO:0035710","GO:0042110","T cell activation"
"1133","GO:0035710","GO:0045321","leukocyte activation"
"1134","GO:0035710","GO:0046631","alpha-beta T cell activation"
"1135","GO:0035710","GO:0046649","lymphocyte activation"
"1136","GO:0035710","all","all"
"1137","GO:1905517","GO:0002376","immune system process"
"1138","GO:1905517","GO:0008150","biological_process"
"1139","GO:1905517","GO:0009987","cellular process"
"1140","GO:1905517","GO:0016477","cell migration"
"1141","GO:1905517","GO:0048870","cell motility"
"1142","GO:1905517","GO:0050900","leukocyte migration"
"1143","GO:1905517","GO:0097529","myeloid leukocyte migration"
"1144","GO:1905517","all","all"
"1145","GO:2000058","GO:0006508","proteolysis"
"1146","GO:2000058","GO:0006511","ubiquitin-dependent protein catabolic process"
"1147","GO:2000058","GO:0006807","nitrogen compound metabolic process"
"1148","GO:2000058","GO:0008150","biological_process"
"1149","GO:2000058","GO:0008152","metabolic process"
"1150","GO:2000058","GO:0009056","catabolic process"
"1151","GO:2000058","GO:0009057","macromolecule catabolic process"
"1152","GO:2000058","GO:0009894","regulation of catabolic process"
"1153","GO:2000058","GO:0019222","regulation of metabolic process"
"1154","GO:2000058","GO:0019538","protein metabolic process"
"1155","GO:2000058","GO:0019941","modification-dependent protein catabolic process"
"1156","GO:2000058","GO:0030162","regulation of proteolysis"
"1157","GO:2000058","GO:0030163","protein catabolic process"
"1158","GO:2000058","GO:0043170","macromolecule metabolic process"
"1159","GO:2000058","GO:0043632","modification-dependent macromolecule catabolic process"
"1160","GO:2000058","GO:0044238","primary metabolic process"
"1161","GO:2000058","GO:0050789","regulation of biological process"
"1162","GO:2000058","GO:0051171","regulation of nitrogen compound metabolic process"
"1163","GO:2000058","GO:0051246","regulation of protein metabolic process"
"1164","GO:2000058","GO:0051603","proteolysis involved in protein catabolic process"
"1165","GO:2000058","GO:0060255","regulation of macromolecule metabolic process"
"1166","GO:2000058","GO:0065007","biological regulation"
"1167","GO:2000058","GO:0071704","organic substance metabolic process"
"1168","GO:2000058","GO:0080090","regulation of primary metabolic process"
"1169","GO:2000058","GO:1901564","organonitrogen compound metabolic process"
"1170","GO:2000058","GO:1901565","organonitrogen compound catabolic process"
"1171","GO:2000058","GO:1901575","organic substance catabolic process"
"1172","GO:2000058","GO:1903050","regulation of proteolysis involved in protein catabolic process"
"1173","GO:2000058","all","all"
"1174","GO:0050779","GO:0006401","RNA catabolic process"
"1175","GO:0050779","GO:0006725","cellular aromatic compound metabolic process"
"1176","GO:0050779","GO:0006807","nitrogen compound metabolic process"
"1177","GO:0050779","GO:0008150","biological_process"
"1178","GO:0050779","GO:0008152","metabolic process"
"1179","GO:0050779","GO:0009056","catabolic process"
"1180","GO:0050779","GO:0009057","macromolecule catabolic process"
"1181","GO:0050779","GO:0009058","biosynthetic process"
"1182","GO:0050779","GO:0009059","macromolecule biosynthetic process"
"1183","GO:0050779","GO:0009889","regulation of biosynthetic process"
"1184","GO:0050779","GO:0009893","positive regulation of metabolic process"
"1185","GO:0050779","GO:0009894","regulation of catabolic process"
"1186","GO:0050779","GO:0009896","positive regulation of catabolic process"
"1187","GO:0050779","GO:0009987","cellular process"
"1188","GO:0050779","GO:0010467","gene expression"
"1189","GO:0050779","GO:0010468","regulation of gene expression"
"1190","GO:0050779","GO:0010556","regulation of macromolecule biosynthetic process"
"1191","GO:0050779","GO:0010604","positive regulation of macromolecule metabolic process"
"1192","GO:0050779","GO:0010608","post-transcriptional regulation of gene expression"
"1193","GO:0050779","GO:0016070","RNA metabolic process"
"1194","GO:0050779","GO:0019219","regulation of nucleobase-containing compound metabolic process"
"1195","GO:0050779","GO:0019222","regulation of metabolic process"
"1196","GO:0050779","GO:0019439","aromatic compound catabolic process"
"1197","GO:0050779","GO:0031323","regulation of cellular metabolic process"
"1198","GO:0050779","GO:0031325","positive regulation of cellular metabolic process"
"1199","GO:0050779","GO:0031326","regulation of cellular biosynthetic process"
"1200","GO:0050779","GO:0031329","regulation of cellular catabolic process"
"1201","GO:0050779","GO:0031331","positive regulation of cellular catabolic process"
"1202","GO:0050779","GO:0034641","cellular nitrogen compound metabolic process"
"1203","GO:0050779","GO:0034655","nucleobase-containing compound catabolic process"
"1204","GO:0050779","GO:0043170","macromolecule metabolic process"
"1205","GO:0050779","GO:0043487","regulation of RNA stability"
"1206","GO:0050779","GO:0044237","cellular metabolic process"
"1207","GO:0050779","GO:0044238","primary metabolic process"
"1208","GO:0050779","GO:0044248","cellular catabolic process"
"1209","GO:0050779","GO:0044249","cellular biosynthetic process"
"1210","GO:0050779","GO:0044270","cellular nitrogen compound catabolic process"
"1211","GO:0050779","GO:0045935","positive regulation of nucleobase-containing compound metabolic process"
"1212","GO:0050779","GO:0046483","heterocycle metabolic process"
"1213","GO:0050779","GO:0046700","heterocycle catabolic process"
"1214","GO:0050779","GO:0048518","positive regulation of biological process"
"1215","GO:0050779","GO:0048522","positive regulation of cellular process"
"1216","GO:0050779","GO:0050789","regulation of biological process"
"1217","GO:0050779","GO:0050794","regulation of cellular process"
"1218","GO:0050779","GO:0051171","regulation of nitrogen compound metabolic process"
"1219","GO:0050779","GO:0051173","positive regulation of nitrogen compound metabolic process"
"1220","GO:0050779","GO:0051252","regulation of RNA metabolic process"
"1221","GO:0050779","GO:0051254","positive regulation of RNA metabolic process"
"1222","GO:0050779","GO:0060255","regulation of macromolecule metabolic process"
"1223","GO:0050779","GO:0065007","biological regulation"
"1224","GO:0050779","GO:0065008","regulation of biological quality"
"1225","GO:0050779","GO:0071704","organic substance metabolic process"
"1226","GO:0050779","GO:0080090","regulation of primary metabolic process"
"1227","GO:0050779","GO:0090304","nucleic acid metabolic process"
"1228","GO:0050779","GO:1901360","organic cyclic compound metabolic process"
"1229","GO:0050779","GO:1901361","organic cyclic compound catabolic process"
"1230","GO:0050779","GO:1901575","organic substance catabolic process"
"1231","GO:0050779","GO:1901576","organic substance biosynthetic process"
"1232","GO:0050779","all","all"
"1233","GO:0043067","GO:0008150","biological_process"
"1234","GO:0043067","GO:0008219","cell death"
"1235","GO:0043067","GO:0009987","cellular process"
"1236","GO:0043067","GO:0012501","programmed cell death"
"1237","GO:0043067","GO:0050789","regulation of biological process"
"1238","GO:0043067","GO:0050794","regulation of cellular process"
"1239","GO:0043067","GO:0065007","biological regulation"
"1240","GO:0043067","all","all"
