chr	start	end	nSNPs	pos	lc_nhaps	lc_uhaps	lc_h12	lc_h2h1	lc_m	lc_A	lc_L
B3	142414084	142515125	101	142464605	10	10	0.12	0.9	0	0	0
B3	142473990	142538335	101	142506163	20	20	0.055	0.95	0	0	0
B3	142515125	142572933	101	142544029.5	22	21	0.0578512	0.833333	0	0	0
B3	142538335	142619918	101	142579127	12	11	0.125	0.714286	0	0	0
B3	142572933	142663474	101	142618204	22	21	0.0578512	0.833333	0	0	0
B3	142619918	142680313	101	142650116	32	31	0.0371094	0.882353	0	0	0
B3	142663474	142703059	101	142683267	28	25	0.0535714	0.882353	0	0	0
B3	142680313	142735183	101	142707748.5	8	7	0.21875	0.6	6	712.897	2.06516
B3	142703059	142766448	101	142734754	10	9	0.16	0.666667	9	620.033	1.11207
B3	142735183	142779438	101	142757311	10	10	0.12	0.9	0	0	0
B3	142766448	142793311	101	142779880	6	5	0.333333	0.5	5	620.033	3.12678
B3	142779438	142840833	101	142810136	14	14	0.0816327	0.928571	0	0	0
B3	142793311	142905641	101	142849476.5	24	22	0.0625	0.857143	0	0	0
B3	142840833	142926226	101	142883530	24	24	0.0451389	0.958333	0	0	0
B3	142905641	142941566	101	142923604	24	24	0.0451389	0.958333	0	0	0
B3	142926226	142999611	101	142962919	2	2	1	0.5	2	5783.68	3.16394
B3	142941566	143018850	101	142980208.5	2	2	1	0.5	2	7645.89	3.23902
B3	142999611	143058991	101	143029301.5	36	36	0.029321	0.972222	0	0	0
B3	143018850	143108368	101	143063609.5	34	33	0.0346021	0.888889	0	0	0
B3	143058991	143155832	101	143107412	10	10	0.12	0.9	0	0	0
B3	143108368	143251227	101	143179798	6	6	0.222222	0.833333	6	1647.02	1.57558
B3	143155832	143318018	101	143236925.5	16	16	0.0703125	0.9375	0	0	0
B3	143251227	143354925	101	143303076.5	30	30	0.0355556	0.966667	0	0	0
B3	143318018	143375173	101	143346596	30	30	0.0355556	0.966667	0	0	0
B3	143354925	143408432	101	143381679	32	30	0.0429688	0.888889	0	0	0
B3	143375173	143517516	101	143446345	32	32	0.0332031	0.96875	0	0	0
B3	143408432	143559284	101	143483858.5	30	28	0.0466667	0.75	0	0	0
B3	143517516	143636425	101	143576971	32	32	0.0332031	0.96875	0	0	0
B3	143559284	143725489	101	143642387	30	28	0.0466667	0.882353	0	0	0
B3	143636425	143761385	101	143698905.5	20	19	0.065	0.818182	0	0	0
B3	143725489	143772694	101	143749092	24	21	0.0763889	0.71875	0	0	0
B3	143761385	143824989	101	143793187.5	36	33	0.0385802	0.904762	0	0	0
B3	143772694	143886217	101	143829456	26	26	0.0414201	0.961538	0	0	0
B3	143824989	143969423	101	143897206.5	14	14	0.0816327	0.928571	0	0	0
B3	143886217	144035974	101	143961096	14	13	0.102041	0.75	0	0	0
B3	143969423	144124920	101	144047172	18	18	0.0617284	0.944444	0	0	0
B3	144035974	144166712	101	144101343.5	22	22	0.0495868	0.954545	0	0	0
B3	144215687	144332533	101	144274110.5	16	16	0.0703125	0.9375	0	0	0
B3	144268352	144390788	101	144329570.5	14	14	0.0816327	0.928571	0	0	0
B3	144332533	144452729	101	144392631.5	8	8	0.15625	0.875	7	1647.02	0.875834
B3	144390788	144519380	101	144455084.5	16	16	0.0703125	0.9375	0	0	0
B3	144452729	144573314	101	144513022	36	36	0.029321	0.972222	0	0	0
B3	144519380	144639706	101	144579543.5	34	34	0.0311419	0.970588	0	0	0
B3	144573314	144677197	101	144625256	34	34	0.0311419	0.970588	0	0	0
B3	144639706	144707413	101	144673560	36	35	0.0324074	0.894737	0	0	0
B3	144677197	144739533	101	144708365.5	30	29	0.04	0.875	0	0	0
B3	144707413	144760268	101	144733841	20	20	0.055	0.95	0	0	0
B3	144739533	144828404	101	144783969	18	18	0.0617284	0.944444	0	0	0
B3	144760268	144913124	101	144836696.5	30	30	0.0355556	0.966667	0	0	0
B3	144828404	144967188	101	144897796.5	30	30	0.0355556	0.966667	0	0	0
B3	144913124	144997541	101	144955333	20	19	0.065	0.818182	0	0	0
B3	144967188	145055427	101	145011308	22	22	0.0495868	0.954545	0	0	0
B3	144997541	145147558	101	145072550	32	31	0.0371094	0.882353	0	0	0
B3	145055427	145223209	101	145139318.5	28	28	0.0382653	0.964286	0	0	0
B3	145147558	145338908	101	145243233.5	32	32	0.0332031	0.96875	0	0	0
B3	145223209	145415780	101	145319495	36	36	0.029321	0.972222	0	0	0
B3	145338908	145473318	101	145406113.5	26	26	0.0414201	0.961538	0	0	0
B3	145415780	145556180	101	145485980.5	22	22	0.0495868	0.954545	0	0	0
B3	145473318	145616481	101	145544900	6	6	0.222222	0.833333	6	1432.47	1.57558
B3	145556180	145688845	101	145622513	4	4	0.375	0.75	4	1893.69	2.49187
B3	145616481	145760387	101	145688434.5	16	16	0.0703125	0.9375	0	0	0
B3	145688845	145845569	101	145767207.5	26	26	0.0414201	0.961538	0	0	0
B3	145760387	145919722	101	145840055	24	24	0.0451389	0.958333	0	0	0
B3	145845569	145965722	101	145905646	8	8	0.15625	0.875	7	1893.69	0.875834
B3	145919722	146108367	101	146014045	10	10	0.12	0.9	8	1.76799e+08	0.23276
B3	145965722	146217877	101	146091800	6	6	0.222222	0.833333	6	2177.32	1.57558
B3	146108367	146253677	101	146181022.5	6	6	0.222222	0.833333	6	2503.42	1.57558
B3	146217877	146333649	101	146275763.5	36	35	0.0324074	0.894737	0	0	0
B3	146253677	146399631	101	146326654.5	18	18	0.0617284	0.944444	0	0	0
B3	146333649	146456702	101	146395176	12	12	0.0972222	0.916667	0	0	0
B3	146399631	146506971	101	146453301.5	14	14	0.0816327	0.928571	0	0	0
B3	146456702	146544671	101	146500687	18	18	0.0617284	0.944444	0	0	0
B3	146506971	146639428	101	146573200	18	18	0.0617284	0.944444	0	0	0
B3	146544671	146772037	101	146658354.5	16	16	0.0703125	0.9375	0	0	0
B3	146639428	146807444	101	146723436.5	16	16	0.0703125	0.9375	0	0	0
B3	146772037	146888519	101	146830278.5	24	24	0.0451389	0.958333	0	0	0
B3	146807444	147007669	101	146907557	4	4	0.375	0.75	4	2177.32	2.49187
B3	146888519	147099651	101	146994085.5	8	8	0.15625	0.875	7	7645.89	0.875836
B3	147007669	147190187	101	147098928.5	12	12	0.0972222	0.916667	0	0	0
B3	147273404	147331017	101	147302211	18	17	0.0740741	0.8	0	0	0
B3	147294747	147405452	101	147350100	6	6	0.222222	0.833333	6	1245.87	1.57558
B3	147331017	147473901	101	147402459.5	6	6	0.222222	0.833333	6	1432.47	1.57558
B3	147405452	147505312	101	147455382.5	22	22	0.0495868	0.954545	0	0	0
B3	147473901	147640909	101	147557405.5	10	10	0.12	0.9	0	0	0
B3	147505312	147740576	101	147622944.5	2	2	1	0.5	2	1647.02	3.06236
B3	147640909	147761634	101	147701272	8	8	0.15625	0.875	7	20310	0.898482
B3	147740576	147801417	101	147770997	4	4	0.375	0.75	4	539.266	2.49187
B3	147761634	147818715	101	147790175	8	8	0.15625	0.875	7	5783.68	0.891475
B3	147801417	147855756	101	147828587	38	34	0.0415512	0.8125	3	1083.58	0.257941
B3	147818715	147950239	101	147884477.5	32	32	0.0332031	0.96875	0	0	0
B3	147855756	148008378	101	147932067.5	20	19	0.065	0.818182	0	0	0
B3	147950239	148040568	101	147995404	20	20	0.055	0.95	0	0	0
B3	148008378	148056678	101	148032528.5	28	28	0.0382653	0.964286	0	0	0
B3	148040568	148103077	101	148071823	30	29	0.04	0.875	0	0	0
B3	148056678	148119493	101	148088086	28	25	0.0535714	0.882353	0	0	0
B3	148103077	148147513	101	148125295.5	18	17	0.0740741	0.8	0	0	0
B3	148119493	148271530	101	148195512	16	16	0.0703125	0.9375	0	0	0
B3	148147513	148329762	101	148238638	24	24	0.0451389	0.958333	0	0	0
B3	148271530	148391530	101	148331530.5	34	34	0.0311419	0.970588	0	0	0
B3	148329762	148474512	101	148402137.5	30	30	0.0355556	0.966667	0	0	0
B3	148391530	148535951	101	148463741	32	32	0.0332031	0.96875	0	0	0
B3	148474512	148630662	101	148552587.5	32	32	0.0332031	0.96875	0	0	0
B3	148535951	148714840	101	148625396	30	30	0.0355556	0.966667	0	0	0
B3	148630662	148816271	101	148723467	22	21	0.0578512	0.833333	0	0	0
B3	148714840	148896271	101	148805556	14	14	0.0816327	0.928571	0	0	0
B3	148816271	149060033	101	148938152.5	18	18	0.0617284	0.944444	0	0	0
B3	148896271	149174663	101	149035467.5	12	12	0.0972222	0.916667	0	0	0
B3	149060033	149403138	101	149231586	14	14	0.0816327	0.928571	0	0	0
B3	149174663	149501666	101	149338165	26	26	0.0414201	0.961538	0	0	0
B3	149600674	149667807	101	149634241	12	12	0.0972222	0.916667	0	0	0
B4	26364	232869	101	129617	2	2	1	0.5	1	1.76799e+08	12.6193
B4	196483	265508	101	230996	24	14	0.270833	0.137931	1	1.76799e+08	25.4922
B4	232869	316759	101	274814.5	20	14	0.19	0.209677	1	1.76799e+08	23.3805
B4	265508	343225	101	304367	6	3	0.722222	0.111111	2	1.76799e+08	19.8904
B4	316759	363942	101	340351	2	2	1	0.5	3	1.76799e+08	15.0694
B4	343225	416014	101	379620	4	4	0.375	0.75	3	1.76799e+08	18.8381
B4	363942	454013	101	408978	10	9	0.16	0.666667	3	1.76799e+08	18.0058
B4	416014	473055	101	444535	36	29	0.0632716	0.724138	3	1.76799e+08	17.808
B4	454013	495238	101	474626	36	28	0.0848765	0.513514	3	1.76799e+08	27.0191
B4	473055	514147	101	493601.5	38	31	0.066482	0.5	3	1.76799e+08	25.6752
B4	495238	540934	101	518086.5	38	32	0.0567867	0.724138	3	1.76799e+08	24.8193
B4	514147	587742	101	550945	36	30	0.0709877	0.596774	3	1.76799e+08	19.1021
B4	540934	603948	101	572441.5	36	20	0.148148	0.7	3	1.76799e+08	16.4429
B4	587742	614560	101	601151.5	28	14	0.221939	0.418182	3	1.76799e+08	8.69769
B4	603948	625723	101	614836	28	21	0.0943878	0.68	3	1.76799e+08	8.69535
B4	614560	642182	101	628371.5	38	34	0.0415512	0.8125	4	1.76799e+08	4.77578
B4	625723	656782	101	641253	22	22	0.0495868	0.954545	4	1.76799e+08	4.77438
B4	642182	680054	101	661118.5	20	19	0.065	0.818182	5	1.76799e+08	0.941978
B4	656782	731051	101	693917	14	14	0.0816327	0.928571	0	0	0
B4	680054	811078	101	745566.5	12	12	0.0972222	0.916667	0	0	0
B4	731051	899868	101	815460	24	24	0.0451389	0.958333	0	0	0
B4	811078	1014234	101	912656.5	26	26	0.0414201	0.961538	0	0	0
B4	899868	1090746	101	995307.5	6	6	0.222222	0.833333	6	6649.92	1.5756
B4	1014234	1107888	101	1061061.5	6	5	0.333333	0.5	3	1.76799e+08	21.3249
B4	1090746	1113841	101	1102294	28	14	0.27551	0.264706	3	1.76799e+08	29.3928
B4	1107888	1121354	101	1114621.5	34	19	0.238754	0.109091	3	108406	25.9875
B4	1113841	1144027	101	1128934.5	34	19	0.152249	0.336066	3	380679	24.3474
B4	1121354	1166780	101	1144067.5	38	21	0.110803	0.772727	3	1.76799e+08	24.1323
B4	1144027	1186455	101	1165241.5	38	23	0.126039	0.367187	3	1.76799e+08	20.6176
B4	1166780	1207005	101	1186893	14	11	0.173469	0.590909	3	1.76799e+08	20.6128
B4	1186455	1228286	101	1207371	12	9	0.222222	0.55	3	1.76799e+08	11.8302
B4	1207005	1308872	101	1257939	14	14	0.0816327	0.928571	7	1.76799e+08	0.0344641
B4	1228286	1362292	101	1295289.5	14	14	0.0816327	0.928571	0	0	0
B4	1308872	1408999	101	1358936	34	34	0.0311419	0.970588	0	0	0
B4	1362292	1448591	101	1405442	34	34	0.0311419	0.970588	5	1.76799e+08	0.709857
B4	1408999	1461018	101	1435009	38	36	0.034626	0.904762	5	108406	0.732455
B4	1448591	1470689	101	1459640.5	38	28	0.0803324	0.671053	5	26849.4	4.48243
B4	1461018	1487718	101	1474368.5	38	27	0.105263	0.608696	4	17664.4	8.26336
B4	1470689	1496446	101	1483568	36	22	0.123457	0.528846	4	20310	8.1732
B4	1487718	1505674	101	1496696.5	32	22	0.109375	0.652778	4	26849.4	5.74756
B4	1496446	1535138	101	1515792.5	30	28	0.0466667	0.75	5	108406	2.79368
B4	1505674	1572657	101	1539166	34	32	0.0397924	0.775	5	1.76799e+08	3.73121
B4	1535138	1596037	101	1565588	16	16	0.0703125	0.9375	5	1.76799e+08	2.2569
B4	1572657	1659274	101	1615966	10	10	0.12	0.9	0	0	0
B4	1596037	1694184	101	1645111	12	12	0.0972222	0.916667	0	0	0
B4	1659274	1781118	101	1720196.5	32	32	0.0332031	0.96875	0	0	0
B4	1694184	1801415	101	1747800	34	34	0.0311419	0.970588	0	0	0
B4	1781118	1825595	101	1803357	18	18	0.0617284	0.944444	0	0	0
B4	1801415	1861613	101	1831514.5	18	18	0.0617284	0.944444	0	0	0
B4	1825595	1918494	101	1872045	38	37	0.0304709	0.9	0	0	0
B4	1861613	1953734	101	1907674	10	10	0.12	0.9	0	0	0
B4	1918494	2003917	101	1961206	10	10	0.12	0.9	0	0	0
B4	1953734	2055735	101	2004735	36	36	0.029321	0.972222	0	0	0
B4	2003917	2069583	101	2036750.5	38	38	0.0277008	0.973684	0	0	0
B4	2055735	2081081	101	2068408.5	38	34	0.0373961	0.913043	0	0	0
B4	2069583	2124309	101	2096946.5	38	35	0.0360111	0.909091	0	0	0
B4	2081081	2239551	101	2160316.5	28	27	0.0433673	0.866667	0	0	0
B4	2124309	2292742	101	2208526	8	8	0.15625	0.875	7	1245.87	0.875834
B4	2239551	2330792	101	2285172	2	2	1	0.5	2	1083.58	3.06236
B4	2292742	2353093	101	2322918	14	14	0.0816327	0.928571	0	0	0
B4	2330792	2382791	101	2356792	22	22	0.0495868	0.954545	0	0	0
B4	2353093	2419307	101	2386200.5	22	22	0.0495868	0.954545	0	0	0
B4	2382791	2440433	101	2411612.5	26	26	0.0414201	0.961538	0	0	0
B4	2419307	2467219	101	2443263.5	34	34	0.0311419	0.970588	0	0	0
B4	2440433	2513791	101	2477112.5	34	34	0.0311419	0.970588	0	0	0
B4	2467219	2536733	101	2501976.5	26	26	0.0414201	0.961538	0	0	0
B4	2513791	2561702	101	2537747	14	14	0.0816327	0.928571	0	0	0
B4	2536733	2588387	101	2562560.5	12	12	0.0972222	0.916667	0	0	0
B4	2561702	2631472	101	2596587.5	30	30	0.0355556	0.966667	0	0	0
B4	2588387	2647513	101	2617950.5	36	33	0.0432099	0.795455	0	0	0
B4	2631472	2666926	101	2649199.5	36	33	0.0432099	0.795455	0	0	0
B4	2647513	2697805	101	2672659.5	28	26	0.0510204	0.875	0	0	0
B4	2666926	2730857	101	2698892	26	25	0.0473373	0.857143	0	0	0
B4	2697805	2754247	101	2726026.5	24	23	0.0520833	0.846154	0	0	0
B4	2730857	2812925	101	2771891.5	14	14	0.0816327	0.928571	0	0	0
B4	2754247	2843496	101	2798872	14	12	0.132653	0.777778	0	0	0
B4	2812925	2885123	101	2849024.5	34	32	0.0397924	0.894737	0	0	0
B4	2843496	2905359	101	2874428	30	28	0.0466667	0.882353	0	0	0
B4	2885123	2920241	101	2902682.5	14	14	0.0816327	0.928571	0	0	0
B4	2905359	2931011	101	2918185.5	14	14	0.0816327	0.928571	0	0	0
B4	2920241	2969712	101	2944977	24	23	0.0520833	0.846154	0	0	0
B4	2931011	3091831	101	3011421.5	22	21	0.0578512	0.833333	0	0	0
B4	2969712	3146600	101	3058156.5	26	25	0.0473373	0.857143	0	0	0
B4	3091831	3186335	101	3139083.5	34	33	0.0346021	0.888889	0	0	0
B4	3146600	3203898	101	3175249.5	32	31	0.0371094	0.882353	0	0	0
B4	3186335	3248590	101	3217463	30	29	0.04	0.875	0	0	0
B4	3203898	3280153	101	3242026	26	25	0.0473373	0.857143	0	0	0
B4	3248590	3309966	101	3279278.5	26	24	0.056213	0.866667	0	0	0
B4	3280153	3336556	101	3308355	8	8	0.15625	0.875	7	819.669	0.875834
B4	3309966	3368083	101	3339025	8	8	0.15625	0.875	7	6649.92	0.879407
B4	3336556	3456998	101	3396777.5	20	20	0.055	0.95	0	0	0
B4	3368083	3504015	101	3436049.5	8	8	0.15625	0.875	7	1083.58	0.875834
B4	3456998	3540972	101	3498985.5	8	8	0.15625	0.875	7	1432.47	0.875834
B4	3504015	3596573	101	3550294.5	12	12	0.0972222	0.916667	8	1.76799e+08	0.0261589
B4	3540972	3639507	101	3590240	4	4	0.375	0.75	4	942.433	2.49187
B4	3596573	3666573	101	3631573.5	4	4	0.375	0.75	4	942.433	2.49187
B4	3639507	3690883	101	3665195.5	10	10	0.12	0.9	0	0	0
B4	3666573	3719725	101	3693149.5	12	12	0.0972222	0.916667	0	0	0
B4	3690883	3767351	101	3729117.5	22	22	0.0495868	0.954545	0	0	0
B4	3719725	3821750	101	3770738	16	16	0.0703125	0.9375	0	0	0
B4	3767351	3858489	101	3812920.5	24	24	0.0451389	0.958333	0	0	0
B4	3821750	3887663	101	3854707	18	18	0.0617284	0.944444	0	0	0
B4	3858489	3906109	101	3882299.5	24	24	0.0451389	0.958333	0	0	0
B4	3887663	3939844	101	3913754	36	36	0.029321	0.972222	0	0	0
B4	3906109	3993084	101	3949597	22	22	0.0495868	0.954545	0	0	0
B4	3939844	4031686	101	3985765.5	12	12	0.0972222	0.916667	0	0	0
B4	3993084	4091809	101	4042447	6	6	0.222222	0.833333	6	1647.02	1.57558
B4	4031686	4165259	101	4098473	6	6	0.222222	0.833333	6	23351.9	1.66645
B4	4091809	4267745	101	4179777.5	4	4	0.375	0.75	4	30870.7	2.52762
B4	4321332	4471242	101	4396287.5	18	18	0.0617284	0.944444	0	0	0
B4	4405463	4535589	101	4470526.5	30	29	0.04	0.875	0	0	0
B4	4471242	4597167	101	4534205	32	32	0.0332031	0.96875	0	0	0
B4	4535589	4662655	101	4599122.5	30	30	0.0355556	0.966667	0	0	0
B4	4597167	4756174	101	4676671	30	30	0.0355556	0.966667	0	0	0
B4	4662655	4846792	101	4754724	32	32	0.0332031	0.96875	0	0	0
B4	4756174	4909043	101	4832609	16	16	0.0703125	0.9375	0	0	0
B4	4846792	4961953	101	4904373	14	14	0.0816327	0.928571	0	0	0
B4	4909043	5004272	101	4956658	28	28	0.0382653	0.964286	0	0	0
B4	4961953	5154417	101	5058185.5	12	12	0.0972222	0.916667	0	0	0
B4	5004272	5220064	101	5112168.5	4	4	0.375	0.75	4	1432.47	2.49187
B4	5154417	5315755	101	5235086.5	8	8	0.15625	0.875	6	1.76799e+08	4.77848
B4	5220064	5416248	101	5318156.5	4	4	0.375	0.75	4	2177.32	2.49187
B4	5315755	5485885	101	5400820.5	6	6	0.222222	0.833333	6	5783.68	1.57558
B4	5416248	5578021	101	5497135	12	12	0.0972222	0.916667	0	0	0
B4	5485885	5615380	101	5550633	10	10	0.12	0.9	0	0	0
B4	5578021	5659004	101	5618513	20	20	0.055	0.95	0	0	0
B4	5615380	5699475	101	5657428	34	34	0.0311419	0.970588	0	0	0
B4	5659004	5758756	101	5708880.5	4	4	0.375	0.75	4	1432.47	2.49187
B4	5699475	5830670	101	5765073	2	2	1	0.5	2	8791.03	3.06261
B4	5758756	5948618	101	5853687.5	8	8	0.15625	0.875	7	1432.47	0.875834
B4	5830670	5974667	101	5902669	18	18	0.0617284	0.944444	0	0	0
B4	5948618	6001150	101	5974884.5	28	26	0.0510204	0.875	0	0	0
B4	5974667	6047868	101	6011268	28	25	0.0612245	0.6	1	712.897	2.05055
B4	6001150	6070265	101	6035708	28	25	0.0612245	0.75	0	0	0
B4	6047868	6109133	101	6078501	38	36	0.034626	0.904762	0	0	0
B4	6070265	6124445	101	6097355.5	38	28	0.0706371	0.652778	6	539.266	1.30838
B4	6109133	6189638	101	6149386	28	28	0.0382653	0.964286	0	0	0
B4	6124445	6204958	101	6164702	28	28	0.0382653	0.964286	0	0	0
B4	6189638	6220601	101	6205120	38	28	0.0803324	0.55	5	5783.68	3.14833
B4	6204958	6235742	101	6220350.5	38	28	0.0706371	0.652778	6	5783.68	1.33721
B4	6220601	6259274	101	6239938	38	37	0.0304709	0.9	0	0	0
B4	6235742	6274437	101	6255090	22	22	0.0495868	0.954545	0	0	0
B4	6259274	6338344	101	6298809.5	22	22	0.0495868	0.954545	0	0	0
B4	6274437	6383650	101	6329044	38	38	0.0277008	0.973684	0	0	0
B4	6338344	6435949	101	6387147	16	16	0.0703125	0.9375	0	0	0
B4	6383650	6491221	101	6437436	12	12	0.0972222	0.916667	0	0	0
B4	6435949	6535000	101	6485475	12	12	0.0972222	0.916667	0	0	0
B4	6491221	6590060	101	6540641	32	32	0.0332031	0.96875	0	0	0
B4	6535000	6651756	101	6593378.5	22	22	0.0495868	0.954545	0	0	0
B4	6590060	6699610	101	6644835.5	14	14	0.0816327	0.928571	0	0	0
B4	6651756	6750461	101	6701109	12	12	0.0972222	0.916667	0	0	0
B4	6699610	6790166	101	6744888.5	14	14	0.0816327	0.928571	0	0	0
B4	6750461	6850426	101	6800444	16	16	0.0703125	0.9375	0	0	0
B4	6790166	6908099	101	6849133	14	14	0.0816327	0.928571	0	0	0
B4	6850426	6957237	101	6903832	12	12	0.0972222	0.916667	0	0	0
B4	6908099	7021063	101	6964581.5	12	12	0.0972222	0.916667	0	0	0
B4	6957237	7079265	101	7018251.5	18	18	0.0617284	0.944444	0	0	0
B4	7021063	7132461	101	7076762.5	20	20	0.055	0.95	0	0	0
B4	7079265	7157453	101	7118359.5	26	26	0.0414201	0.961538	0	0	0
B4	7132461	7182562	101	7157512	20	19	0.065	0.818182	0	0	0
B4	7157453	7214641	101	7186047.5	20	20	0.055	0.95	0	0	0
B4	7182562	7295544	101	7239053.5	30	30	0.0355556	0.966667	0	0	0
B4	7214641	7349094	101	7281868	22	22	0.0495868	0.954545	0	0	0
B4	7295544	7415609	101	7355577	18	18	0.0617284	0.944444	0	0	0
B4	7349094	7473195	101	7411145	12	12	0.0972222	0.916667	0	0	0
B4	7415609	7534060	101	7474835	12	12	0.0972222	0.916667	0	0	0
B4	7473195	7581184	101	7527190	34	34	0.0311419	0.970588	0	0	0
B4	7534060	7600518	101	7567289.5	34	33	0.0346021	0.888889	0	0	0
B4	7581184	7661483	101	7621334	24	23	0.0520833	0.846154	0	0	0
B4	7600518	7698593	101	7649556	22	21	0.0578512	0.833333	0	0	0
B4	7661483	7712605	101	7687044.5	22	20	0.0702479	0.846154	0	0	0
B4	7698593	7722125	101	7710359.5	26	21	0.0739645	0.763158	4	3309.46	0.157982
B4	7712605	7731409	101	7722007.5	26	21	0.0739645	0.763158	4	539.266	0.155366
B4	7722125	7748335	101	7735230.5	30	29	0.04	0.875	0	0	0
B4	7731409	7797280	101	7764345	12	12	0.0972222	0.916667	0	0	0
B4	7748335	7852001	101	7800168.5	4	4	0.375	0.75	4	942.433	2.49187
B4	7797280	7911403	101	7854342	6	6	0.222222	0.833333	6	13362.1	1.59918
B4	7852001	7975772	101	7913887	6	6	0.222222	0.833333	6	1647.02	1.57558
B4	7911403	8036186	101	7973795	22	22	0.0495868	0.954545	0	0	0
B4	7975772	8101950	101	8038861.5	26	26	0.0414201	0.961538	0	0	0
B4	8036186	8169933	101	8103060	2	2	1	0.5	2	3309.46	3.06236
B4	8101950	8211883	101	8156917	2	2	1	0.5	2	1432.47	3.06236
B4	8169933	8258196	101	8214065	18	18	0.0617284	0.944444	0	0	0
B4	8211883	8373277	101	8292580.5	16	16	0.0703125	0.9375	0	0	0
B4	8258196	8482821	101	8370509	18	18	0.0617284	0.944444	0	0	0
B4	8373277	8545898	101	8459588	12	12	0.0972222	0.916667	0	0	0
B4	8482821	8622607	101	8552714.5	6	5	0.333333	0.5	5	6649.92	3.12678
B4	8545898	8712402	101	8629150.5	6	6	0.222222	0.833333	6	1893.69	1.57558
B4	8622607	8788908	101	8705758	12	11	0.125	0.714286	0	0	0
B4	8712402	8880962	101	8796682.5	32	31	0.0371094	0.882353	0	0	0
B4	8788908	8967282	101	8878095.5	24	24	0.0451389	0.958333	0	0	0
B4	8880962	9105645	101	8993304	10	10	0.12	0.9	0	0	0
B4	8967282	9222020	101	9094651.5	8	8	0.15625	0.875	7	2878.36	0.875834
B4	9105645	9328078	101	9216862	16	15	0.0859375	0.777778	0	0	0
B4	9222020	9456294	101	9339157.5	16	16	0.0703125	0.9375	0	0	0
B4	9328078	9595546	101	9461812.5	10	10	0.12	0.9	0	0	0
B4	9456294	9722207	101	9589251	18	18	0.0617284	0.944444	0	0	0
B4	9595546	9822629	101	9709088	30	30	0.0355556	0.966667	0	0	0
B4	9722207	9920341	101	9821274.5	24	24	0.0451389	0.958333	0	0	0
B4	9822629	9986742	101	9904686	28	28	0.0382653	0.964286	0	0	0
B4	9920341	10080144	101	10000243	28	28	0.0382653	0.964286	0	0	0
B4	9986742	10163832	101	10075287.5	20	20	0.055	0.95	0	0	0
B4	10080144	10212602	101	10146373.5	22	22	0.0495868	0.954545	0	0	0
B4	10163832	10280619	101	10222226	28	28	0.0382653	0.964286	0	0	0
B4	10212602	10331105	101	10271854	8	8	0.15625	0.875	7	1432.47	0.875834
B4	10280619	10381819	101	10331219.5	2	2	1	0.5	2	1647.02	3.06236
B4	10331105	10442640	101	10386873	8	8	0.15625	0.875	7	1083.58	0.875834
B4	10381819	10480798	101	10431309	18	18	0.0617284	0.944444	0	0	0
B4	10442640	10531300	101	10486970.5	16	16	0.0703125	0.9375	0	0	0
B4	10480798	10628911	101	10554855	8	8	0.15625	0.875	7	6649.92	0.876128
B4	10531300	10641590	101	10586445.5	10	9	0.16	0.666667	9	17664.4	1.21264
B4	10628911	10680529	101	10654720.5	8	7	0.21875	0.6	6	30870.7	2.3685
B4	10641590	10746579	101	10694085	6	6	0.222222	0.833333	6	1.76799e+08	5.59317
B4	10680529	10830796	101	10755663	6	6	0.222222	0.833333	6	1.76799e+08	8.31176
B4	10746579	10909135	101	10827857.5	6	6	0.222222	0.833333	6	1.76799e+08	6.40668
B4	10830796	10988977	101	10909887	4	4	0.375	0.75	6	1.76799e+08	6.40606
B4	10909135	11016315	101	10962725.5	8	8	0.15625	0.875	7	1.76799e+08	4.41777
B4	10988977	11084697	101	11036837.5	6	6	0.222222	0.833333	7	1.76799e+08	4.38049
B4	11084697	11164444	101	11124571	10	9	0.16	0.666667	9	23351.9	1.20592
B4	11128118	11204297	101	11166208	4	4	0.375	0.75	4	1245.87	2.49187
B4	11164444	11260993	101	11212719	4	4	0.375	0.75	4	1083.58	2.49187
B4	11204297	11309819	101	11257058.5	22	22	0.0495868	0.954545	0	0	0
B4	11260993	11412223	101	11336608.5	28	28	0.0382653	0.964286	0	0	0
B4	11309819	11521284	101	11415552	6	6	0.222222	0.833333	6	2177.32	1.57558
B4	11412223	11605598	101	11508911	2	2	1	0.5	2	5783.68	3.06236
B4	11521284	11662442	101	11591863.5	4	4	0.375	0.75	4	1893.69	2.49187
B4	11605598	11711577	101	11658588	12	12	0.0972222	0.916667	6	1.76799e+08	0.00800508
B4	11662442	11762610	101	11712526.5	6	6	0.222222	0.833333	6	5783.68	1.57575
B4	11711577	11795906	101	11753742	6	6	0.222222	0.833333	6	7645.89	1.57785
B4	11762610	11867282	101	11814946.5	14	14	0.0816327	0.928571	6	1.76799e+08	0.555007
B4	11795906	11896141	101	11846024	10	10	0.12	0.9	7	1.76799e+08	0.327448
B4	11867282	11915777	101	11891530	12	10	0.166667	0.5	3	26849.4	0.810564
B4	11896141	11936614	101	11916378	32	22	0.125	0.55	3	712.897	5.76852
B4	11915777	11969889	101	11942833.5	8	7	0.21875	0.6	6	712.897	2.06516
B4	11936614	11998423	101	11967519	10	10	0.12	0.9	7	71321	0.00679886
B4	11969889	12082142	101	12026016	24	23	0.0520833	0.846154	0	0	0
B4	11998423	12121373	101	12059898.5	16	14	0.109375	0.590909	0	0	0
