chr	start	end	nSNPs	pos	lp_nhaps	lp_uhaps	lp_h12	lp_h2h1	lp_m	lp_A	lp_L
B4	21952747	22024442	101	21988595	4	3	0.625	0.333333	3	7576.65	2.91346
B4	21982759	22149800	101	22066280	8	8	0.15625	0.875	9	1.00249e+08	1.4308
B4	22024442	22188556	101	22106499.5	10	9	0.16	0.666667	9	1.00249e+08	1.60915
B4	22149800	22246471	101	22198136	8	6	0.3125	0.666667	9	1.00249e+08	1.52889
B4	22188556	22368229	101	22278393	10	9	0.16	0.666667	9	1.00249e+08	1.5262
B4	22246471	22437750	101	22342111	6	6	0.222222	0.833333	6	1876.55	0.748902
B4	22368229	22500879	101	22434554.5	6	6	0.222222	0.833333	6	2157.6	0.748902
B4	22437750	22591214	101	22514482.5	14	12	0.132653	0.777778	0	0	0
B4	22500879	22709821	101	22605350.5	10	10	0.12	0.9	0	0	0
B4	22591214	22728793	101	22660004	8	7	0.21875	0.6	7	1632.1	0.720484
B4	22709821	22740464	101	22725143	16	15	0.0859375	0.777778	0	0	0
B4	22728793	22818246	101	22773520	4	4	0.375	0.75	4	4335.41	1.46948
B4	22740464	22877126	101	22808795.5	4	4	0.375	0.75	4	11516.3	1.51617
B4	22818246	22989708	101	22903977.5	18	15	0.117284	0.653846	0	0	0
B4	22877126	23092546	101	22984836.5	10	8	0.22	0.4375	8	2157.6	0.514805
B4	22989708	23170597	101	23080153	10	7	0.3	0.272727	7	23140.5	1.18349
B4	23092546	23272750	101	23182648.5	6	5	0.333333	0.5	6	1.00249e+08	2.52189
B4	23170597	23397610	101	23284104	4	4	0.375	0.75	4	8711.43	1.46939
B4	23272750	23567747	101	23420249	10	9	0.16	0.666667	9	15224.3	0.340034
B4	23397610	23844388	101	23620999.5	16	15	0.0859375	0.777778	0	0	0
B4	23567747	23912753	101	23740250.5	16	15	0.0859375	0.777778	0	0	0
B4	23844388	23975498	101	23909943.5	20	14	0.19	0.636364	0	0	0
B4	23912753	24058626	101	23985690	22	18	0.0909091	0.71875	0	0	0
B4	23975498	24132252	101	24053875.5	14	11	0.142857	0.8	0	0	0
B4	24058626	24187927	101	24123277	10	9	0.16	0.666667	9	1419.5	0.340022
B4	24132252	24218048	101	24175150.5	10	10	0.12	0.9	0	0	0
B4	24187927	24290042	101	24238985	20	19	0.065	0.818182	0	0	0
B4	24218048	24385105	101	24301577	20	14	0.135	0.578947	0	0	0
B4	24290042	24459940	101	24374991.5	16	15	0.0859375	0.777778	0	0	0
B4	24385105	24534717	101	24459911.5	12	12	0.0972222	0.916667	0	0	0
B4	24459940	24625625	101	24542783	4	4	0.375	0.75	4	2157.6	1.46939
B4	24534717	24760442	101	24647580	4	4	0.375	0.75	4	2852.3	1.46939
B4	24625625	24863781	101	24744703.5	20	19	0.065	0.818182	0	0	0
B4	24760442	25098842	101	24929642.5	6	6	0.222222	0.833333	6	20126.1	0.750302
B4	24863781	25213362	101	25038572	6	6	0.222222	0.833333	8	1.00249e+08	0.790941
B4	25098842	25351046	101	25224944.5	8	8	0.15625	0.875	8	81260.3	0.28457
B4	25573274	25971508	101	25772391.5	10	10	0.12	0.9	0	0	0
B4	25711613	26150799	101	25931206.5	10	10	0.12	0.9	0	0	0
B4	25971508	26343783	101	26157646	10	10	0.12	0.9	0	0	0
B4	26150799	26538592	101	26344696	4	4	0.375	0.75	4	11516.3	1.46939
B4	26343783	26649878	101	26496831	2	2	1	0.5	4	1.00249e+08	4.00708
B4	26538592	26762417	101	26650505	4	4	0.375	0.75	7	1.00249e+08	1.97981
B4	26649878	26833036	101	26741457.5	2	1	1	0	1	1876.55	4.40092
B4	26762417	26861451	101	26811934.5	8	7	0.21875	0.6	5	1.00249e+08	4.40282
B4	26833036	26926990	101	26880013.5	8	5	0.34375	0.714286	5	1.00249e+08	4.12137
B4	26861451	27008009	101	26934730.5	6	4	0.5	0.6	6	1.00249e+08	3.17836
B4	27008009	27090301	101	27049155.5	2	2	1	0.5	2	1419.5	2.07539
B4	27069317	27132250	101	27100784	18	14	0.123457	0.678571	0	0	0
B4	27090301	27154378	101	27122340	12	9	0.180556	0.777778	9	614.419	0.432323
B4	27132250	27174772	101	27153511.5	4	4	0.375	0.75	4	933.899	1.46939
B4	27532304	27705786	101	27619045.5	4	3	0.625	0.333333	3	3770.67	2.91321
B4	27705786	27858026	101	27781906.5	8	8	0.15625	0.875	7	1.00249e+08	1.25363
B4	27757558	27963156	101	27860357.5	4	4	0.375	0.75	7	1.00249e+08	1.71453
B4	27858026	28025271	101	27941649	4	4	0.375	0.75	4	46497.7	1.65975
B4	27963156	28124116	101	28043636.5	4	4	0.375	0.75	4	1.00249e+08	5.4723
B4	28025271	28205233	101	28115252.5	2	2	1	0.5	4	1.00249e+08	5.47202
B4	28257687	28702954	101	28480321	4	4	0.375	0.75	4	4335.41	1.46939
B4	28469190	28828978	101	28649084.5	10	10	0.12	0.9	0	0	0
B4	28702954	28977545	101	28840250	12	10	0.166667	0.75	0	0	0
B4	28828978	29092802	101	28960890.5	8	8	0.15625	0.875	8	3279.49	0.265837
B4	28977545	29340749	101	29159147.5	8	8	0.15625	0.875	8	4335.41	0.265837
B4	29092802	29535082	101	29313942.5	16	15	0.0859375	0.777778	0	0	0
B4	29340749	29887662	101	29614206	6	6	0.222222	0.833333	6	40440.8	0.762615
B4	29535082	29975847	101	29755465	6	6	0.222222	0.833333	6	40440.8	0.760121
B4	29887662	30180861	101	30034262	12	11	0.125	0.714286	0	0	0
B4	29975847	30224876	101	30100362	12	11	0.125	0.714286	0	0	0
B4	30180861	30307183	101	30244022.5	14	12	0.132653	0.777778	0	0	0
B4	30224876	30414920	101	30319898.5	6	6	0.222222	0.833333	6	1632.1	0.748902
B4	30307183	30451873	101	30379528.5	12	12	0.0972222	0.916667	0	0	0
B4	30414920	30539696	101	30477308.5	8	8	0.15625	0.875	8	2852.3	0.265837
B4	30451873	30720358	101	30586116	4	3	0.625	0.333333	3	2852.3	2.91321
B4	30539696	30876566	101	30708131.5	12	9	0.180556	0.777778	9	3770.67	0.432323
B4	30720358	30966825	101	30843592	20	17	0.085	0.846154	0	0	0
B4	30876566	31084503	101	30980535	20	19	0.065	0.818182	0	0	0
B4	30966825	31151639	101	31059232.5	12	11	0.125	0.714286	0	0	0
B4	31084503	31287520	101	31186012	6	6	0.222222	0.833333	6	2852.3	0.748902
B4	31151639	31400425	101	31276032.5	8	8	0.15625	0.875	8	8711.43	0.265841
B4	31287520	31517963	101	31402742	18	16	0.0925926	0.818182	0	0	0
B4	31400425	31561067	101	31480746.5	20	18	0.08	0.833333	0	0	0
B4	31517963	31642287	101	31580125.5	22	21	0.0578512	0.833333	0	0	0
B4	31561067	31736455	101	31648761.5	10	10	0.12	0.9	0	0	0
B4	31642287	31781184	101	31711736	10	9	0.16	0.666667	9	1876.55	0.340022
B4	31736455	31863493	101	31799974.5	10	9	0.16	0.666667	9	2852.3	0.340022
B4	31781184	32007825	101	31894505	10	10	0.12	0.9	0	0	0
B4	31863493	32167607	101	32015550.5	16	15	0.0859375	0.777778	0	0	0
B4	32007825	32324898	101	32166362	8	7	0.21875	0.6	7	3770.67	0.720484
B4	32167607	32446626	101	32307117	6	5	0.333333	0.5	5	3770.67	1.64183
B4	32324898	32543831	101	32434365	10	8	0.22	0.714286	8	3770.67	0.451235
B4	32446626	32688363	101	32567495	20	16	0.105	0.7	0	0	0
B4	32543831	32740894	101	32642363	12	10	0.166667	0.75	0	0	0
B4	32688363	32871065	101	32779714.5	10	9	0.16	0.666667	9	11516.3	0.340033
B4	32740894	33012146	101	32876520.5	8	8	0.15625	0.875	8	20126.1	0.266295
B4	32871065	33269477	101	33070271.5	10	10	0.12	0.9	0	0	0
B4	33012146	33361052	101	33186599.5	10	10	0.12	0.9	0	0	0
B4	33269477	33757541	101	33513509.5	6	6	0.222222	0.833333	6	3770.67	0.748902
B4	33361052	33921577	101	33641315	14	13	0.102041	0.75	0	0	0
B4	33757541	34113686	101	33935614	16	13	0.117188	0.818182	0	0	0
B4	33921577	34180542	101	34051060	4	4	0.375	0.75	4	4984.73	1.46939
B4	34113686	34191665	101	34152676	4	4	0.375	0.75	4	1.00249e+08	4.40521
B4	34180542	34326029	101	34253286	4	4	0.375	0.75	4	46497.7	1.55095
B4	34326029	34589871	101	34457950.5	8	8	0.15625	0.875	8	1.00249e+08	0.699427
B4	34465200	34669619	101	34567410	2	2	1	0.5	2	2852.3	2.07539
B4	34589871	34832997	101	34711434.5	2	2	1	0.5	2	1.00249e+08	6.21726
B4	34832997	35163602	101	34998300	2	2	1	0.5	3	1.00249e+08	5.94276
B4	35040706	35289840	101	35165273.5	4	3	0.625	0.333333	3	35172.9	2.99722
B4	35163602	35365053	101	35264328	4	3	0.625	0.333333	3	2852.3	2.91321
B4	35289840	35436670	101	35363255.5	16	15	0.0859375	0.777778	0	0	0
B4	35365053	35563636	101	35464345	20	19	0.065	0.818182	0	0	0
B4	35436670	35758328	101	35597499.5	18	17	0.0740741	0.8	0	0	0
B4	35563636	35974083	101	35768860	10	9	0.16	0.666667	9	4335.41	0.340022
B4	35758328	36136138	101	35947233.5	4	3	0.625	0.333333	3	11516.3	2.91321
B4	35974083	36226722	101	36100403	2	1	1	0	3	1.00249e+08	6.39557
B4	36136138	36358591	101	36247365	2	2	1	0.5	5	1.00249e+08	4.54356
B4	36226722	36400425	101	36313574	4	4	0.375	0.75	4	20126.1	1.49302
B4	36358591	36445107	101	36401849.5	6	5	0.333333	0.5	5	1419.5	1.64183
B4	36400425	36511214	101	36455820	16	15	0.0859375	0.777778	0	0	0
B4	36445107	36567772	101	36506440	8	7	0.21875	0.6	7	1419.5	0.720484
B4	36511214	36854852	101	36683033.5	4	3	0.625	0.333333	3	4984.73	2.91321
B4	36567772	37155797	101	36861785	2	2	1	0.5	3	1.00249e+08	5.94309
B4	36854852	37354360	101	37104606.5	2	2	1	0.5	2	5731.31	2.07539
B4	37155797	37472300	101	37314049	6	6	0.222222	0.833333	6	1.00249e+08	1.97695
B4	37354360	37667834	101	37511097.5	4	4	0.375	0.75	6	1.00249e+08	1.97587
B4	37786597	38035671	101	37911134.5	2	2	1	0.5	4	1.00249e+08	3.60767
B4	37906350	38183511	101	38044931	2	2	1	0.5	2	1.00249e+08	6.21576
B4	38312563	38516987	101	38414775.5	2	2	1	0.5	2	1.00249e+08	6.79229
B4	38516987	38729790	101	38623389	2	1	1	0	1	3279.49	4.40092
B4	38587359	38925653	101	38756506.5	6	5	0.333333	0.5	5	1.00249e+08	3.75553
B4	38729790	39159062	101	38944426.5	4	4	0.375	0.75	5	1.00249e+08	4.34834
B4	39159062	39540109	101	39349586	6	5	0.333333	0.5	5	4984.73	1.64183
B4	39312295	39728008	101	39520152	10	9	0.16	0.666667	9	20126.1	0.340047
B4	39540109	39992896	101	39766503	18	16	0.0925926	0.818182	0	0	0
B4	39728008	40144616	101	39936312.5	4	4	0.375	0.75	4	4335.41	1.46939
B4	39992896	40293921	101	40143409	2	2	1	0.5	4	1.00249e+08	3.61068
B4	40144616	40373604	101	40259110.5	2	2	1	0.5	2	3279.49	2.07539
B4	40293921	40461962	101	40377942	8	8	0.15625	0.875	8	3279.49	0.265837
B4	40373604	40622124	101	40497864.5	20	19	0.065	0.818182	0	0	0
B4	40461962	40749442	101	40605702.5	4	4	0.375	0.75	4	2852.3	1.46939
B4	40622124	40824861	101	40723493	2	2	1	0.5	2	2480.75	2.07539
B4	40749442	40874601	101	40812022	10	9	0.16	0.666667	9	2157.6	0.340022
B4	40824861	40956703	101	40890782.5	22	14	0.198347	0.279412	0	0	0
B4	40874601	41066143	101	40970372.5	10	9	0.16	0.666667	9	2157.6	0.340022
B4	40956703	41235805	101	41096254.5	4	4	0.375	0.75	4	3279.49	1.46939
B4	41066143	41376769	101	41221456.5	2	2	1	0.5	4	1.00249e+08	3.60534
B4	41797982	42102463	101	41950223	2	2	1	0.5	2	1.00249e+08	6.20806
B4	41962156	42236039	101	42099098	2	2	1	0.5	2	53461.7	2.12991
B4	42236039	42476496	101	42356268	6	6	0.222222	0.833333	6	1.00249e+08	2.01821
B4	42362554	42683289	101	42522922	6	6	0.222222	0.833333	6	1.00249e+08	2.01891
B4	42476496	42816848	101	42646672.5	2	2	1	0.5	2	3279.49	2.07539
B4	42683289	42879863	101	42781576.5	2	2	1	0.5	2	1.00249e+08	6.22109
B4	42816848	42968025	101	42892437	2	2	1	0.5	3	1.00249e+08	5.94258
B4	43057976	43257430	101	43157703.5	4	3	0.625	0.333333	4	1.00249e+08	4.5931
B4	43193330	43437306	101	43315318.5	4	4	0.375	0.75	4	1.00249e+08	6.06006
B4	43257430	43538348	101	43397889.5	2	2	1	0.5	4	1.00249e+08	6.05925
B4	43437306	43665935	101	43551621	4	4	0.375	0.75	4	248184	1.94377
B4	43538348	45817101	101	44677725	10	9	0.16	0.666667	9	1.00249e+08	0.929953
B4	43665935	45874501	101	44770218.5	4	4	0.375	0.75	4	2480.75	1.46939
B4	45817101	45929487	101	45873294.5	2	2	1	0.5	6	1.00249e+08	2.67787
B4	45874501	45976244	101	45925373	4	4	0.375	0.75	6	1.00249e+08	3.42591
B4	45929487	46080860	101	46005174	6	6	0.222222	0.833333	6	35172.9	0.911476
B4	45976244	46137951	101	46057098	6	6	0.222222	0.833333	6	20126.1	0.777192
B4	46080860	46281387	101	46181124	20	16	0.105	0.7	0	0	0
B4	46137951	46446038	101	46291995	16	13	0.140625	0.625	0	0	0
B4	46281387	46716507	101	46498947.5	14	13	0.102041	0.75	0	0	0
B4	46446038	46901237	101	46673638	4	4	0.375	0.75	4	4335.41	1.46939
B4	46716507	46977822	101	46847165	4	4	0.375	0.75	4	1.00249e+08	4.39807
B4	47227305	47500698	101	47364002	4	4	0.375	0.75	4	3279.49	1.46939
B4	47433670	47549994	101	47491832.5	18	17	0.0740741	0.8	0	0	0
B4	47500698	47566973	101	47533836	16	9	0.34375	0.111111	9	1234.59	0.990611
B4	47549994	47622961	101	47586478	6	5	0.333333	0.5	5	1419.5	1.64183
B4	47566973	47734333	101	47650653.5	2	2	1	0.5	2	1632.1	2.07539
B4	47622961	47840283	101	47731622.5	2	2	1	0.5	6	1.00249e+08	2.87709
B4	47734333	47935754	101	47835044	6	6	0.222222	0.833333	6	1.00249e+08	1.79381
B4	47840283	48035880	101	47938082	2	2	1	0.5	2	2852.3	2.07539
B4	47935754	48204809	101	48070282	4	4	0.375	0.75	6	1.00249e+08	1.976
B4	48204809	48669196	101	48437003	6	6	0.222222	0.833333	6	1.00249e+08	2.15968
B4	48486762	48871818	101	48679290.5	4	4	0.375	0.75	4	6589.7	1.46939
B4	48871818	49097968	101	48984893.5	8	8	0.15625	0.875	8	2157.6	0.265837
B4	48983102	49141413	101	49062258	12	10	0.166667	0.75	0	0	0
B4	49097968	49179967	101	49138968	2	2	1	0.5	2	11516.3	2.10328
B4	49141413	49219469	101	49180441.5	2	2	1	0.5	2	23140.5	2.41348
B4	49179967	49276988	101	49228478	2	2	1	0.5	2	3279.49	2.07539
B4	49219469	49344725	101	49282097.5	8	7	0.21875	0.6	6	1.00249e+08	3.27147
B4	49276988	49447163	101	49362076	8	6	0.3125	0.357143	7	1.00249e+08	2.17247
B4	49344725	49543832	101	49444279	6	6	0.222222	0.833333	6	2157.6	0.748902
B4	49447163	49585362	101	49516263	8	8	0.15625	0.875	8	4335.41	0.265837
B4	49543832	49665305	101	49604569	16	14	0.109375	0.8	0	0	0
B4	49585362	49743059	101	49664211	12	10	0.166667	0.5	0	0	0
B4	49665305	49842567	101	49753936.5	12	10	0.166667	0.5	0	0	0
B4	49743059	50002973	101	49873016.5	4	4	0.375	0.75	4	3279.49	1.46939
B4	49842567	50249454	101	50046011	6	6	0.222222	0.833333	6	5731.31	0.748902
B4	50002973	50467554	101	50235264	12	10	0.166667	0.75	0	0	0
B4	50249454	50615195	101	50432325	4	4	0.375	0.75	4	5731.31	1.46939
B4	50467554	50765858	101	50616706.5	4	4	0.375	0.75	6	1.00249e+08	2.1617
B4	50615195	50876333	101	50745764.5	6	6	0.222222	0.833333	6	1.00249e+08	2.20297
B4	50765858	51116228	101	50941043.5	6	6	0.222222	0.833333	6	1.00249e+08	2.24448
B4	50876333	51211713	101	51044023.5	6	6	0.222222	0.833333	6	1.00249e+08	2.24466
B4	51116228	51314559	101	51215394	6	6	0.222222	0.833333	6	1.00249e+08	2.24459
B4	51211713	51444168	101	51327941	6	6	0.222222	0.833333	8	1.00249e+08	0.791093
B4	51314559	51592284	101	51453422	8	8	0.15625	0.875	8	1.00249e+08	0.79096
B4	51444168	51792035	101	51618102	6	6	0.222222	0.833333	8	1.00249e+08	0.793716
B4	51592284	51992999	101	51792642	8	8	0.15625	0.875	8	4984.73	0.265837
B4	51792035	52168824	101	51980430	12	11	0.125	0.714286	0	0	0
B4	51992999	52320138	101	52156569	10	9	0.16	0.666667	9	4984.73	0.340022
B4	52168824	52535454	101	52352139.5	12	11	0.125	0.714286	0	0	0
B4	52320138	52701483	101	52510811	12	10	0.166667	0.75	0	0	0
B4	52535454	52934490	101	52734972.5	12	10	0.166667	0.75	0	0	0
B4	52701483	53117142	101	52909313	4	4	0.375	0.75	4	4984.73	1.46939
B4	52934490	53338715	101	53136603	2	2	1	0.5	4	1.00249e+08	3.60951
B4	53117142	53550166	101	53333654.5	2	2	1	0.5	2	1.00249e+08	6.21841
B4	53338715	53684620	101	53511668	2	2	1	0.5	2	4335.41	2.07539
B4	53550166	53776573	101	53663370	8	8	0.15625	0.875	8	3279.49	0.265837
B4	53684620	53894845	101	53789733	20	17	0.085	0.846154	0	0	0
B4	53776573	54030841	101	53903707.5	14	14	0.0816327	0.928571	0	0	0
B4	53894845	54199473	101	54047159.5	16	16	0.0703125	0.9375	0	0	0
B4	54030841	54384779	101	54207810.5	18	18	0.0617284	0.944444	0	0	0
B4	54199473	54436584	101	54318029	10	10	0.12	0.9	0	0	0
B4	54384779	54540463	101	54462621.5	2	2	1	0.5	2	1234.59	2.07539
B4	54436584	54570296	101	54503440.5	4	4	0.375	0.75	4	17504.4	1.54321
B4	54540463	54695132	101	54617798	22	15	0.119835	0.619048	0	0	0
B4	54570296	54917920	101	54744108.5	8	8	0.15625	0.875	8	3770.67	0.265837
B4	54695132	55013535	101	54854334	2	2	1	0.5	2	2852.3	2.07539
B4	54917920	55145713	101	55031817	6	5	0.333333	0.5	5	3279.49	1.64183
B4	55013535	55299136	101	55156336	12	12	0.0972222	0.916667	0	0	0
B4	55145713	55402963	101	55274338.5	8	8	0.15625	0.875	8	3279.49	0.265837
B4	55299136	55608062	101	55453599.5	6	6	0.222222	0.833333	6	4984.73	0.748902
B4	55402963	55916360	101	55659662	10	10	0.12	0.9	0	0	0
B4	56486463	56507032	101	56496748	4	4	0.375	0.75	4	8711.43	1.60678
B4	56489961	56530426	101	56510194	2	2	1	0.5	2	404.23	2.07539
B4	56507032	56543913	101	56525473	6	6	0.222222	0.833333	6	8711.43	0.870846
B4	56530426	56556672	101	56543549.5	4	4	0.375	0.75	4	3279.49	1.47842
B4	56543913	56568911	101	56556412.5	4	4	0.375	0.75	4	351.574	1.46939
B4	56556672	56581481	101	56569077	16	15	0.0859375	0.777778	0	0	0
B4	56568911	56639811	101	56604361.5	16	16	0.0703125	0.9375	0	0	0
B4	56581481	56706983	101	56644232.5	16	15	0.0859375	0.777778	0	0	0
B4	56639811	56712919	101	56676365.5	22	18	0.107438	0.404762	0	0	0
B4	56706983	56724386	101	56715685	12	10	0.166667	0.5	0	0	0
B4	56712919	56739309	101	56726114.5	12	11	0.125	0.714286	0	0	0
B4	56724386	56774910	101	56749648.5	22	22	0.0495868	0.954545	0	0	0
B4	56739309	56798265	101	56768787.5	14	13	0.102041	0.75	0	0	0
B4	56774910	56810368	101	56792639.5	12	11	0.125	0.714286	0	0	0
B4	56798265	56844801	101	56821533.5	18	14	0.148148	0.5	0	0	0
B4	56810368	56860324	101	56835346.5	16	14	0.109375	0.590909	0	0	0
B4	56844801	56900718	101	56872760	4	4	0.375	0.75	4	933.899	1.46939
B4	56860324	57012546	101	56936435.5	6	6	0.222222	0.833333	6	614.419	0.748902
B4	56900718	57014862	101	56957790.5	20	17	0.1	0.678571	0	0	0
B4	57012546	57017226	101	57014886.5	18	15	0.117284	0.653846	0	0	0
B4	57014862	57020402	101	57017632.5	20	15	0.155	0.404762	0	0	0
B4	57017226	57023296	101	57020261.5	2	2	1	0.5	2	100.118	2.07539
B4	57020402	57028529	101	57024466	2	2	1	0.5	2	812.247	2.07996
B4	57023296	57039044	101	57031170.5	6	5	0.333333	0.5	5	2480.75	1.85756
B4	57028529	57040037	101	57034283.5	2	2	1	0.5	2	100.118	2.07539
B4	57039044	57041664	101	57040354.5	6	5	0.333333	0.5	5	1073.77	2.10901
B4	57040037	57042676	101	57041357	6	5	0.333333	0.5	5	812.247	1.95617
B4	57041664	57047445	101	57044555	10	9	0.16	0.666667	9	2852.3	0.700333
B4	57042676	57048602	101	57045639.5	10	9	0.16	0.666667	9	2480.75	0.617676
B4	57047445	57055085	101	57051265.5	10	7	0.24	0.75	7	132.353	0.918642
B4	57048602	57063886	101	57056244.5	10	10	0.12	0.9	0	0	0
B4	57055085	57110292	101	57082689	16	16	0.0703125	0.9375	0	0	0
B4	57063886	57170801	101	57117344	16	16	0.0703125	0.9375	0	0	0
B4	57110292	57396269	101	57253281	10	10	0.12	0.9	0	0	0
B4	57170801	57635666	101	57403234	2	2	1	0.5	2	3770.67	2.07539
B4	57396269	57791574	101	57593922	2	2	1	0.5	2	23140.5	2.07548
B4	57635666	58032409	101	57834038	8	8	0.15625	0.875	8	1.00249e+08	0.713127
B4	57791574	58339251	101	58065413	6	6	0.222222	0.833333	8	1.00249e+08	0.776493
B4	58032409	58562217	101	58297313.5	4	4	0.375	0.75	6	1.00249e+08	1.9767
B4	58339251	58638220	101	58488736	2	2	1	0.5	2	4335.41	2.07539
B4	58562217	58730082	101	58646150	10	7	0.3	0.272727	7	3770.67	1.17825
B4	58638220	58909959	101	58774090	16	14	0.109375	0.8	0	0	0
B4	58730082	59131851	101	58930967	16	15	0.0859375	0.777778	0	0	0
B4	58909959	59271477	101	59090718.5	18	16	0.0925926	0.818182	0	0	0
B4	59131851	59345053	101	59238452.5	16	13	0.117188	0.818182	0	0	0
B4	59271477	59518209	101	59394843.5	8	7	0.21875	0.6	7	6589.7	0.720484
B4	59345053	59722393	101	59533723.5	8	7	0.21875	0.6	7	1.00249e+08	1.78068
B4	59853968	60190802	101	60022385.5	2	2	1	0.5	2	3770.67	2.07539
B4	60032384	60289444	101	60160914.5	6	6	0.222222	0.833333	6	3770.67	0.748902
B4	60190802	60410554	101	60300678.5	14	13	0.102041	0.75	0	0	0
B4	60289444	60575224	101	60432334.5	14	12	0.132653	0.55	0	0	0
B4	60410554	60775166	101	60592860.5	22	17	0.0950413	0.735294	0	0	0
B4	60575224	60854493	101	60714859	14	14	0.0816327	0.928571	0	0	0
B4	60775166	60927676	101	60851421.5	14	14	0.0816327	0.928571	0	0	0
B4	60854493	61064998	101	60959746	8	8	0.15625	0.875	8	2852.3	0.265837
B4	60927676	61223150	101	61075413.5	2	2	1	0.5	2	2852.3	2.07539
B4	61064998	61376267	101	61220633	2	2	1	0.5	2	3770.67	2.07539
B4	61223150	61499423	101	61361287	10	10	0.12	0.9	0	0	0
B4	61376267	61590193	101	61483230.5	16	16	0.0703125	0.9375	0	0	0
B4	61499423	61679914	101	61589669	12	12	0.0972222	0.916667	0	0	0
B4	61590193	61756062	101	61673128	16	16	0.0703125	0.9375	0	0	0
B4	61679914	61859547	101	61769731	12	12	0.0972222	0.916667	0	0	0
B4	61756062	61997527	101	61876795	12	11	0.125	0.714286	0	0	0
B4	61859547	62088601	101	61974074.5	6	6	0.222222	0.833333	6	2480.75	0.748902
B4	61997527	62194370	101	62095949	10	9	0.16	0.666667	9	1.00249e+08	0.901735
B4	62088601	62349338	101	62218970	6	5	0.333333	0.5	5	2480.75	1.64183
B4	62194370	62432204	101	62313287.5	8	8	0.15625	0.875	9	1.00249e+08	1.13237
B4	62349338	62481666	101	62415502.5	6	6	0.222222	0.833333	7	1.00249e+08	0.968051
B4	62432204	62525356	101	62478780.5	2	2	1	0.5	2	1876.55	2.07539
B4	62481666	62678819	101	62580243	4	4	0.375	0.75	4	1.00249e+08	4.6833
B4	62525356	62816420	101	62670888.5	2	2	1	0.5	4	1.00249e+08	4.68294
B4	62678819	62925401	101	62802110.5	2	2	1	0.5	2	3770.67	2.07539
B4	62816420	63059190	101	62937805.5	6	6	0.222222	0.833333	6	1.00249e+08	1.97784
B4	62925401	63199182	101	63062292	4	4	0.375	0.75	6	1.00249e+08	2.1621
B4	63059190	63331121	101	63195156	4	4	0.375	0.75	4	1.00249e+08	4.00619
B4	63199182	63831549	101	63515366	2	2	1	0.5	2	3770.67	2.07539
B4	63331121	63970901	101	63651011.5	10	9	0.16	0.666667	9	35172.9	0.342259
B4	63831549	64101647	101	63966598.5	18	16	0.0925926	0.818182	0	0	0
B4	63970901	64238682	101	64104792	8	8	0.15625	0.875	8	3279.49	0.265837
B4	64101647	64344791	101	64223219.5	10	9	0.16	0.666667	9	1.00249e+08	0.948387
B4	64238682	64401844	101	64320263.5	4	4	0.375	0.75	4	2480.75	1.46939
B4	64344791	64486712	101	64415752	2	2	1	0.5	2	2157.6	2.07539
B4	64401844	64581920	101	64491882.5	16	14	0.109375	0.8	0	0	0
B4	64486712	64667005	101	64576859	10	10	0.12	0.9	0	0	0
B4	64581920	64823769	101	64702845	6	6	0.222222	0.833333	6	13241.1	0.749517
B4	64667005	64904830	101	64785918	6	6	0.222222	0.833333	6	40440.8	0.810313
B4	64823769	65012827	101	64918298.5	4	4	0.375	0.75	6	1.00249e+08	2.20071
B4	65360666	65452955	101	65406811	6	6	0.222222	0.833333	6	1.00249e+08	1.97249
B4	65689835	66469356	101	66079596	2	2	1	0.5	2	6589.7	2.07539
B4	66025280	66617599	101	66321440	6	6	0.222222	0.833333	7	1.00249e+08	1.54782
B4	66469356	66720217	101	66594787	8	7	0.21875	0.6	8	1.00249e+08	0.917215
B4	66617599	66811289	101	66714444.5	8	8	0.15625	0.875	8	1876.55	0.265837
B4	66720217	66842756	101	66781487	16	15	0.0859375	0.777778	0	0	0
B4	66811289	66932490	101	66871890	8	7	0.21875	0.6	7	2157.6	0.720484
B4	66842756	67062880	101	66952818.5	10	10	0.12	0.9	0	0	0
B4	66932490	67190590	101	67061540.5	16	16	0.0703125	0.9375	0	0	0
B4	67062880	67247722	101	67155301.5	4	4	0.375	0.75	4	2480.75	1.46939
B4	67190590	67382719	101	67286655	4	4	0.375	0.75	4	2852.3	1.46939
B4	67247722	67542240	101	67394981.5	12	9	0.222222	0.333333	9	1.00249e+08	0.988485
B4	67748911	68199095	101	67974003.5	4	4	0.375	0.75	4	4984.73	1.46939
B4	67979913	68351057	101	68165485.5	10	10	0.12	0.9	0	0	0
B4	68199095	68445105	101	68322100.5	22	19	0.0743802	0.857143	0	0	0
B4	68351057	68589950	101	68470504	8	6	0.3125	0.666667	6	11516.3	1.27191
B4	68445105	68720625	101	68582865.5	6	5	0.333333	0.5	5	3279.49	1.64183
B4	68589950	68824789	101	68707370	16	12	0.148438	0.653846	0	0	0
B4	68720625	68975794	101	68848210	6	6	0.222222	0.833333	6	10016.2	0.748903
B4	68824789	69095660	101	68960225	4	4	0.375	0.75	4	3279.49	1.46939
B4	68975794	69260322	101	69118058.5	8	8	0.15625	0.875	8	1.00249e+08	0.903258
B4	69095660	69428403	101	69262032	8	7	0.21875	0.6	9	1.00249e+08	0.909311
B4	69260322	69584016	101	69422169.5	10	9	0.16	0.666667	9	3770.67	0.340022
B4	69428403	69693340	101	69560872	20	17	0.085	0.846154	0	0	0
